strike,maturity,iv
80.0,0.25,0.20000000512965166
82.10526315789474,0.25,0.19999999581642594
84.21052631578948,0.25,0.20000000047303879
86.3157894736842,0.25,0.20000000047303879
88.42105263157895,0.25,0.20000000047303879
90.52631578947368,0.25,0.20000000047303879
92.63157894736842,0.25,0.20000000047303879
94.73684210526315,0.25,0.20000000047303879
96.84210526315789,0.25,0.20000000047303879
98.94736842105263,0.25,0.20000000047303879
101.05263157894737,0.25,0.20000000047303879
103.15789473684211,0.25,0.20000000047303879
105.26315789473685,0.25,0.20000000047303879
107.36842105263158,0.25,0.20000000047303879
109.47368421052632,0.25,0.20000000047303879
111.57894736842105,0.25,0.20000000047303879
113.68421052631578,0.25,0.20000000047303879
115.78947368421052,0.25,0.20000000047303879
117.89473684210526,0.25,0.20000000047303879
120.0,0.25,0.20000000047303879
80.0,0.4444444444444444,0.20000000047303879
82.10526315789474,0.4444444444444444,0.20000000047303879
84.21052631578948,0.4444444444444444,0.20000000047303879
86.3157894736842,0.4444444444444444,0.20000000047303879
88.42105263157895,0.4444444444444444,0.20000000047303879
90.52631578947368,0.4444444444444444,0.20000000047303879
92.63157894736842,0.4444444444444444,0.20000000047303879
94.73684210526315,0.4444444444444444,0.19999999989096218
96.84210526315789,0.4444444444444444,0.19999999989096218
98.94736842105263,0.4444444444444444,0.19999999989096218
101.05263157894737,0.4444444444444444,0.19999999989096218
103.15789473684211,0.4444444444444444,0.19999999989096218
105.26315789473685,0.4444444444444444,0.19999999989096218
107.36842105263158,0.4444444444444444,0.19999999989096218
109.47368421052632,0.4444444444444444,0.19999999989096218
111.57894736842105,0.4444444444444444,0.19999999989096218
113.68421052631578,0.4444444444444444,0.20000000047303879
115.78947368421052,0.4444444444444444,0.20000000047303879
117.89473684210526,0.4444444444444444,0.20000000047303879
120.0,0.4444444444444444,0.20000000047303879
80.0,0.6388888888888888,0.20000000047303879
82.10526315789474,0.6388888888888888,0.20000000047303879
84.21052631578948,0.6388888888888888,0.20000000047303879
86.3157894736842,0.6388888888888888,0.20000000047303879
88.42105263157895,0.6388888888888888,0.20000000047303879
